GO	go_name	go_namespace
GO:0009277	fungal-type cell wall	CC
GO:0009298	GDP-mannose biosynthetic process	BP
GO:0009302	sno(s)RNA transcription	BP
GO:0009303	rRNA transcription	BP
GO:0009305	obsolete protein biotinylation	BP
GO:0009306	protein secretion	BP
GO:0009308	amine metabolic process	BP
GO:0009310	amine catabolic process	BP
GO:0009311	oligosaccharide metabolic process	BP
GO:0009312	oligosaccharide biosynthetic process	BP
GO:0009316	3-isopropylmalate dehydratase complex	CC
GO:0009328	phenylalanine-tRNA ligase complex	CC
GO:0009331	glycerol-3-phosphate dehydrogenase (FAD) complex	CC
GO:0009337	sulfite reductase complex (NADPH)	CC
GO:0009341	beta-galactosidase complex	CC
GO:0009349	riboflavin synthase complex	CC
GO:0009353	obsolete mitochondrial oxoglutarate dehydrogenase complex	CC
GO:0009374	biotin binding	MF
GO:0009378	four-way junction helicase activity	MF
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity	MF
GO:0009395	phospholipid catabolic process	BP
GO:0009396	folic acid-containing compound biosynthetic process	BP
GO:0009398	FMN biosynthetic process	BP
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	BP
GO:0009405	obsolete pathogenesis	BP
GO:0009408	response to heat	BP
GO:0009410	response to xenobiotic stimulus	BP
GO:0009423	chorismate biosynthetic process	BP
GO:0009435	NAD+ biosynthetic process	BP
GO:0009436	glyoxylate catabolic process	BP
GO:0009437	carnitine metabolic process	BP
GO:0009439	obsolete cyanate metabolic process	BP
GO:0009442	obsolete allantoin assimilation pathway	BP
GO:0009443	pyridoxal 5'-phosphate salvage	BP
GO:0009446	putrescine biosynthetic process	BP
GO:0009448	obsolete GABA metabolic process	BP
GO:0009450	GABA catabolic process	BP
GO:0009452	7-methylguanosine RNA capping	BP
GO:0009514	glyoxysome	CC
GO:0009584	detection of visible light	BP
GO:0009611	response to wounding	BP
GO:0009651	response to salt stress	BP
GO:0009712	catechol-containing compound metabolic process	BP
GO:0009731	detection of sucrose stimulus	BP
GO:0009745	sucrose mediated signaling	BP
GO:0009800	cinnamic acid biosynthetic process	BP
GO:0009826	unidimensional cell growth	BP
GO:0009847	spore germination	BP
GO:0009881	photoreceptor activity	MF
GO:0009898	cytoplasmic side of plasma membrane	CC
GO:0009916	alternative oxidase activity	MF
GO:0009922	fatty acid elongase activity	MF
GO:0009927	histidine phosphotransfer kinase activity	MF
GO:0009966	regulation of signal transduction	BP
GO:0009967	positive regulation of signal transduction	BP
GO:0009972	obsolete cytidine deamination	BP
GO:0009982	pseudouridine synthase activity	MF
GO:0009986	cell surface	CC
GO:0009987	cellular process	BP
GO:0010008	endosome membrane	CC
GO:0010009	cytoplasmic side of endosome membrane	CC
GO:0010032	meiotic chromosome condensation	BP
GO:0010038	response to metal ion	BP
GO:0010040	response to iron(II) ion	BP
GO:0010044	response to aluminum ion	BP
GO:0010133	obsolete L-proline catabolic process to L-glutamate	BP
GO:0010142	obsolete farnesyl diphosphate biosynthetic process, mevalonate pathway	BP
GO:0010181	FMN binding	MF
GO:0010189	vitamin E biosynthetic process	BP
GO:0010212	response to ionizing radiation	BP
GO:0010224	response to UV-B	BP
GO:0010225	response to UV-C	BP
GO:0010255	glucose mediated signaling pathway	BP
GO:0010308	acireductone dioxygenase (Ni2+-requiring) activity	MF
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	MF
GO:0010314	phosphatidylinositol-5-phosphate binding	MF
GO:0010333	terpene synthase activity	MF
GO:0010387	COP9 signalosome assembly	BP
GO:0010390	obsolete histone monoubiquitination	BP
GO:0010411	xyloglucan metabolic process	BP
GO:0010421	hydrogen peroxide-mediated programmed cell death	BP
GO:0010447	response to acidic pH	BP
GO:0010452	obsolete histone H3-K36 methylation	BP
GO:0010458	exit from mitosis	BP
GO:0010468	regulation of gene expression	BP
GO:0010484	histone H3 acetyltransferase activity	MF
GO:0010485	histone H4 acetyltransferase activity	MF
GO:0010494	cytoplasmic stress granule	CC
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	BP
GO:0010508	positive regulation of autophagy	BP
GO:0010509	intracellular polyamine homeostasis	BP
GO:0010512	negative regulation of phosphatidylinositol biosynthetic process	BP
GO:0010513	positive regulation of phosphatidylinositol biosynthetic process	BP
GO:0010514	obsolete induction of conjugation with cellular fusion	BP
GO:0010515	obsolete negative regulation of induction of conjugation with cellular fusion	BP
GO:0010520	regulation of reciprocal meiotic recombination	BP
GO:0010521	telomerase inhibitor activity	MF
GO:0010524	positive regulation of calcium ion transport into cytosol	BP
GO:0010525	obsolete regulation of transposition, RNA-mediated	BP
GO:0010526	transposable element silencing	BP
GO:0010564	regulation of cell cycle process	BP
GO:0010568	regulation of budding cell apical bud growth	BP
GO:0010569	regulation of double-strand break repair via homologous recombination	BP
GO:0010570	regulation of filamentous growth	BP
GO:0010571	positive regulation of nuclear cell cycle DNA replication	BP
GO:0010590	regulation of septum digestion after cytokinesis	BP
GO:0010619	adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway	BP
GO:0010620	negative regulation of transcription by transcription factor catabolism	BP
GO:0010621	obsolete negative regulation of transcription by transcription factor localization	BP
GO:0010629	negative regulation of gene expression	BP
GO:0010636	positive regulation of mitochondrial fusion	BP
GO:0010673	obsolete positive regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle	BP
GO:0010674	obsolete negative regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle	BP
GO:0010691	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels	BP
GO:0010696	positive regulation of mitotic spindle pole body separation	BP
GO:0010697	negative regulation of mitotic spindle pole body separation	BP
GO:0010698	acetyltransferase activator activity	MF
GO:0010789	meiosis I sister chromatid cohesion	BP
GO:0010791	DNA double-strand break processing involved in repair via synthesis-dependent strand annealing	BP
GO:0010793	regulation of mRNA export from nucleus	BP
GO:0010794	regulation of dolichyl monophosphate biosynthetic process	BP
GO:0010795	regulation of ubiquinone biosynthetic process	BP
GO:0010796	obsolete regulation of multivesicular body size	BP
GO:0010811	positive regulation of cell-substrate adhesion	BP
GO:0010821	regulation of mitochondrion organization	BP
GO:0010833	telomere maintenance via telomere lengthening	BP
GO:0010844	recombination hotspot binding	MF
GO:0010845	positive regulation of reciprocal meiotic recombination	BP
GO:0010846	activation of reciprocal meiotic recombination	BP
GO:0010847	obsolete regulation of chromatin assembly	BP
GO:0010848	obsolete regulation of chromatin disassembly	BP
GO:0010892	positive regulation of mitochondrial translation in response to stress	BP
GO:0010898	positive regulation of triglyceride catabolic process	BP
GO:0010919	regulation of inositol phosphate biosynthetic process	BP
GO:0010922	positive regulation of phosphatase activity	BP
GO:0010944	obsolete negative regulation of transcription by competitive promoter binding	BP
GO:0010947	negative regulation of meiotic joint molecule formation	BP
GO:0010950	positive regulation of endopeptidase activity	BP
GO:0010951	negative regulation of endopeptidase activity	BP
GO:0010952	positive regulation of peptidase activity	BP
GO:0010954	positive regulation of protein processing	BP
GO:0010961	intracellular magnesium ion homeostasis	BP
GO:0010963		
GO:0010970	transport along microtubule	BP
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	BP
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	BP
GO:0010973	positive regulation of division septum assembly	BP
GO:0010978	obsolete gene silencing involved in chronological cell aging	BP
GO:0010994	free ubiquitin chain polymerization	BP
GO:0010997	anaphase-promoting complex binding	MF
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	BP
GO:0012505	endomembrane system	CC
GO:0012507	ER to Golgi transport vesicle membrane	CC
GO:0014074	response to purine-containing compound	BP
GO:0015012	heparan sulfate proteoglycan biosynthetic process	BP
GO:0015031	protein transport	BP
GO:0015035	protein-disulfide reductase activity	MF
GO:0015038	glutathione disulfide oxidoreductase activity	MF
GO:0015039	obsolete NADPH-adrenodoxin reductase activity	MF
GO:0015074	DNA integration	BP
GO:0015075	monoatomic ion transmembrane transporter activity	MF
GO:0015078	proton transmembrane transporter activity	MF
GO:0015079	potassium ion transmembrane transporter activity	MF
GO:0015088		
GO:0015093	ferrous iron transmembrane transporter activity	MF
GO:0015095	magnesium ion transmembrane transporter activity	MF
GO:0015098	molybdate ion transmembrane transporter activity	MF
GO:0015099	nickel cation transmembrane transporter activity	MF
GO:0015104	antimonite transmembrane transporter activity	MF
GO:0015105	arsenite transmembrane transporter activity	MF
GO:0015109	chromate transmembrane transporter activity	MF
GO:0015112	nitrate transmembrane transporter activity	MF
GO:0015113	nitrite transmembrane transporter activity	MF
GO:0015127	bilirubin transmembrane transporter activity	MF
GO:0015140	malate transmembrane transporter activity	MF
GO:0015169	glycerol-3-phosphate transmembrane transporter activity	MF
GO:0015171	amino acid transmembrane transporter activity	MF
GO:0015174	basic amino acid transmembrane transporter activity	MF
GO:0015179	L-amino acid transmembrane transporter activity	MF
GO:0015183	L-aspartate transmembrane transporter activity	MF
GO:0015184	L-cystine transmembrane transporter activity	MF
GO:0015186	L-glutamine transmembrane transporter activity	MF
GO:0015188	L-isoleucine transmembrane transporter activity	MF
GO:0015189	L-lysine transmembrane transporter activity	MF
GO:0015191	L-methionine transmembrane transporter activity	MF
GO:0015193	L-proline transmembrane transporter activity	MF
GO:0015194	L-serine transmembrane transporter activity	MF
GO:0015200	methylammonium transmembrane transporter activity	MF
GO:0015203	polyamine transmembrane transporter activity	MF
GO:0015204	urea transmembrane transporter activity	MF
GO:0015205	nucleobase transmembrane transporter activity	MF
GO:0015218	pyrimidine nucleotide transmembrane transporter activity	MF
GO:0015226	carnitine transmembrane transporter activity	MF
GO:0015228	coenzyme A transmembrane transporter activity	MF
GO:0015230	FAD transmembrane transporter activity	MF
GO:0015233	pantothenate transmembrane transporter activity	MF
GO:0015234	thiamine transmembrane transporter activity	MF
GO:0015238		
GO:0015248	obsolete sterol transporter activity	MF
GO:0015254	glycerol channel activity	MF
GO:0015266		
GO:0015275	stretch-activated, monoatomic cation-selective, calcium channel activity	MF
GO:0015292	uniporter activity	MF
GO:0015295	solute:proton symporter activity	MF
GO:0015297	antiporter activity	MF
GO:0015299	obsolete solute:proton antiporter activity	MF
GO:0015343	siderophore-iron transmembrane transporter activity	MF
GO:0015355	secondary active monocarboxylate transmembrane transporter activity	MF
GO:0015369	calcium:proton antiporter activity	MF
GO:0015379	potassium:chloride symporter activity	MF
GO:0015385	sodium:proton antiporter activity	MF
GO:0015386	potassium:proton antiporter activity	MF
GO:0015398	obsolete high-affinity secondary active ammonium transmembrane transporter activity	MF
GO:0015410	ABC-type manganese transporter activity	MF
GO:0015421	ABC-type oligopeptide transporter activity	MF
GO:0015431	ABC-type glutathione S-conjugate transporter activity	MF
GO:0015450	protein-transporting ATPase activity	MF
GO:0015485	cholesterol binding	MF
GO:0015489	putrescine transmembrane transporter activity	MF
GO:0015606	spermidine transmembrane transporter activity	MF
GO:0015616	DNA translocase activity	MF
GO:0015631	tubulin binding	MF
GO:0015662	P-type ion transporter activity	MF
GO:0015663	nicotinamide mononucleotide transmembrane transporter activity	MF
GO:0015665	alcohol transmembrane transporter activity	MF
GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific) activity	MF
GO:0015677	copper ion import	BP
GO:0015680	obsolete protein maturation by copper ion transfer	BP
GO:0015689	molybdate ion transport	BP
GO:0015698	inorganic anion transport	BP
GO:0015699	antimonite transmembrane transport	BP
GO:0015700	arsenite transport	BP
GO:0015703	chromate transport	BP
GO:0015706	nitrate transmembrane transport	BP
GO:0015707	nitrite transport	BP
GO:0015723	bilirubin transport	BP
GO:0015741	fumarate transport	BP
GO:0015742	alpha-ketoglutarate transport	BP
GO:0015786	UDP-glucose transmembrane transport	BP
GO:0015793	glycerol transmembrane transport	BP
GO:0015794	glycerol-3-phosphate transmembrane transport	BP
GO:0015803	branched-chain amino acid transport	BP
GO:0015809		
GO:0015811	L-cystine transport	BP
GO:0015812	gamma-aminobutyric acid transport	BP
GO:0015819	lysine transport	BP
GO:0015824	proline transport	BP
GO:0015828	tyrosine transport	BP
GO:0015840	urea transport	BP
GO:0015847	putrescine transport	BP
GO:0015848	spermidine transport	BP
GO:0015850	organic hydroxy compound transport	BP
GO:0015851	nucleobase transport	BP
GO:0015866	ADP transport	BP
GO:0015867	ATP transport	BP
GO:0015876	acetyl-CoA transport	BP
GO:0015887	pantothenate transmembrane transport	BP
GO:0015909	long-chain fatty acid transport	BP
GO:0015910	long-chain fatty acid import into peroxisome	BP
GO:0015914	phospholipid transport	BP
GO:0015916	fatty-acyl-CoA transport	BP
GO:0015918	sterol transport	BP
GO:0015926	glucosidase activity	MF
GO:0015934	large ribosomal subunit	CC
GO:0015935	small ribosomal subunit	CC
GO:0015936	coenzyme A metabolic process	BP
GO:0015937	coenzyme A biosynthetic process	BP
GO:0015940	pantothenate biosynthetic process	BP
GO:0015961	diadenosine polyphosphate catabolic process	BP
GO:0015969	guanosine tetraphosphate metabolic process	BP
GO:0015976	carbon utilization	BP
GO:0015986	proton motive force-driven ATP synthesis	BP
GO:0015991		
GO:0015992		
GO:0015996	chlorophyll catabolic process	BP
GO:0016020	membrane	CC
GO:0016021		
GO:0016024	CDP-diacylglycerol biosynthetic process	BP
GO:0016031	tRNA import into mitochondrion	BP
GO:0016035	zeta DNA polymerase complex	CC
GO:0016040	glutamate synthase (NADH) activity	MF
GO:0016042	lipid catabolic process	BP
GO:0016049	cell growth	BP
GO:0016050	vesicle organization	BP
GO:0016052	carbohydrate catabolic process	BP
GO:0016070	RNA metabolic process	BP
GO:0016071	mRNA metabolic process	BP
GO:0016072	rRNA metabolic process	BP
GO:0016074	sno(s)RNA metabolic process	BP
GO:0016075	rRNA catabolic process	BP
GO:0016095	polyprenol catabolic process	BP
GO:0016106	sesquiterpenoid biosynthetic process	BP
GO:0016114	terpenoid biosynthetic process	BP
GO:0016117	carotenoid biosynthetic process	BP
GO:0016120	carotene biosynthetic process	BP
GO:0016125	sterol metabolic process	BP
GO:0016126	sterol biosynthetic process	BP
GO:0016149	translation release factor activity, codon specific	MF
GO:0016151	nickel cation binding	MF
GO:0016155	formyltetrahydrofolate dehydrogenase activity	MF
GO:0016158	inositol hexakisphosphate 3-phosphatase activity	MF
GO:0016161	beta-amylase activity	MF
GO:0016162	cellulose 1,4-beta-cellobiosidase activity	MF
GO:0016166	phytoene dehydrogenase activity	MF
GO:0016175	superoxide-generating NAD(P)H oxidase activity	MF
GO:0016180	snRNA processing	BP
GO:0016192	vesicle-mediated transport	BP
GO:0016197	endosomal transport	BP
GO:0016208	AMP binding	MF
GO:0016209	antioxidant activity	MF
GO:0016212	L-kynurenine:2-oxoglutarate transaminase activity	MF
GO:0016226	iron-sulfur cluster assembly	BP
GO:0016233	telomere capping	BP
GO:0016236	macroautophagy	BP
GO:0016237	microautophagy	BP
GO:0016239	positive regulation of macroautophagy	BP
GO:0016242	negative regulation of macroautophagy	BP
GO:0016255	attachment of GPI anchor to protein	BP
GO:0016272	prefoldin complex	CC
GO:0016279	protein-lysine N-methyltransferase activity	MF
GO:0016282	eukaryotic 43S preinitiation complex	CC
GO:0016300	tRNA (uridine) methyltransferase activity	MF
GO:0016301	kinase activity	MF
GO:0016303	1-phosphatidylinositol-3-kinase activity	MF
GO:0016307	obsolete phosphatidylinositol phosphate kinase activity	MF
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	MF
GO:0016310	phosphorylation	BP
GO:0016311	dephosphorylation	BP
GO:0016320	endoplasmic reticulum membrane fusion	BP
